name,rlvl,lvl,stars,prog,qual,dur,pdiv,qdiv,pmod,qmod,reqqual
Rainbow Hyacinth Corsage,400,73,0,1290,3900,80,103,83,100,100,0
Rough Stone Interior Wall,430,80,0,1780,2300,80,110,90,100,100,0
Rough Stone Flooring,430,80,0,1780,2300,80,110,90,100,100,0
Wooden Chandelier,430,80,0,1780,2300,80,110,90,100,100,0
Cosmetics Box,430,80,0,1780,2300,80,110,90,100,100,0
Dish Rack,430,80,0,1780,2300,80,110,90,100,100,0
Cheese Collection,430,80,0,1780,2300,80,110,90,100,100,0
Oldrose Wall Planter,430,80,0,1780,2300,80,110,90,100,100,0
Folded Futon,430,80,0,1780,2300,80,110,90,100,100,0
The Bismarck,430,80,0,1780,2300,80,110,90,100,100,0
Picnic Basket,430,80,0,1780,2300,80,110,90,100,100,0
Dishware,430,80,0,1780,2300,80,110,90,100,100,0
First Chair's Trumpet,430,80,0,1780,2300,80,110,90,100,100,0
Used Banquet Table,430,80,0,1780,2300,80,110,90,100,100,0
Steppe Bed,430,80,0,1780,2300,80,110,90,100,100,0
Siphon Coffee Brewer,430,80,0,1780,2300,80,110,90,100,100,0
Fat Cat Wall Chronometer,430,80,0,1780,2300,80,110,90,100,100,0
Bomb Cauldron,430,80,0,1780,2300,80,110,90,100,100,0
Brick Garden Wall,430,80,0,1780,2300,80,110,90,100,100,0
Devil's Salad Bowl,430,80,0,1780,2300,80,110,90,100,100,0
Manor Dressing Table,430,80,0,1780,2300,80,110,90,100,100,0
Ronkan Rocking Chair,430,80,0,1780,2300,80,110,90,100,100,0
Mahogany Aqueduct,430,80,0,1780,2300,80,110,90,100,100,0
Factory Interior Wall,430,80,0,1780,2300,80,110,90,100,100,0
Factory Flooring,430,80,0,1780,2300,80,110,90,100,100,0
Factory Chandelier,430,80,0,1780,2300,80,110,90,100,100,0
Wooden Staircase Bookshelf,430,80,0,1780,2300,80,110,90,100,100,0
Bluebird Mobile,430,80,0,1780,2300,80,110,90,100,100,0
Nomad's Tent,430,80,0,1780,2300,80,110,90,100,100,0
Stage Curtain,430,80,0,1780,2300,80,110,90,100,100,0
Floor Sofa,430,80,0,1780,2300,80,110,90,100,100,0
Tako-yaki Boat,430,80,0,1780,2300,80,110,90,100,100,0
Barrel Table,430,80,0,1780,2300,80,110,90,100,100,0
Indoor Pond,430,80,0,1780,2300,80,110,90,100,100,0
Giant Beaver Burger Set,430,80,0,1780,2300,80,110,90,100,100,0
Red Brick Kitchen,430,80,0,1780,2300,80,110,90,100,100,0
Factory Grate,430,80,0,1780,2300,80,110,90,100,100,0
Factory Staircase,430,80,0,1780,2300,80,110,90,100,100,0
Factory Railing,430,80,0,1780,2300,80,110,90,100,100,0
Factory Beam,430,80,0,1780,2300,80,110,90,100,100,0
Factory Automatic Door,430,80,0,1780,2300,80,110,90,100,100,0
Factory Partition,430,80,0,1780,2300,80,110,90,100,100,0
Factory Wall Lamp,430,80,0,1780,2300,80,110,90,100,100,0
Factory Bench,430,80,0,1780,2300,80,110,90,100,100,0
Oriental Wooden Deck,430,80,0,1780,2300,80,110,90,100,100,0
Red Cosmos Corsage,400,73,0,1290,3900,80,103,83,100,100,0
Blue Cosmos Corsage,400,73,0,1290,3900,80,103,83,100,100,0
Yellow Cosmos Corsage,400,73,0,1290,3900,80,103,83,100,100,0
Green Cosmos Corsage,400,73,0,1290,3900,80,103,83,100,100,0
Orange Cosmos Corsage,400,73,0,1290,3900,80,103,83,100,100,0
Purple Cosmos Corsage,400,73,0,1290,3900,80,103,83,100,100,0
White Cosmos Corsage,400,73,0,1290,3900,80,103,83,100,100,0
Black Cosmos Corsage,400,73,0,1290,3900,80,103,83,100,100,0
Rainbow Cosmos Corsage,400,73,0,1290,3900,80,103,83,100,100,0
Marble Alcove Bed,430,80,0,1780,2300,80,110,90,100,100,0
Sliced Watermelon,430,80,0,1780,2300,80,110,90,100,100,0
Wood Slat Partition,430,80,0,1780,2300,80,110,90,100,100,0
Homemade Cookie Set,430,80,0,1780,2300,80,110,90,100,100,0
Florist's Counter,430,80,0,1780,2300,80,110,90,100,100,0
Paissa Swing Chair,430,80,0,1780,2300,80,110,90,100,100,0
Rose Trellis,430,80,0,1780,2300,80,110,90,100,100,0
Toy Showcase,430,80,0,1780,2300,80,110,90,100,100,0
Apparel Showcase,430,80,0,1780,2300,80,110,90,100,100,0
Armament Showcase,430,80,0,1780,2300,80,110,90,100,100,0
Art Showcase,430,80,0,1780,2300,80,110,90,100,100,0
Baked Goods Showcase,430,80,0,1780,2300,80,110,90,100,100,0
Grilled Eel Set,430,80,0,1780,2300,80,110,90,100,100,0
Shakshouka Pot,430,80,0,1780,2300,80,110,90,100,100,0
Fruitful Fountain,430,80,0,1780,2300,80,110,90,100,100,0
Swag Valance,430,80,0,1780,2300,80,110,90,100,100,0
Rustic Chocobo Counter,430,80,0,1780,2300,80,110,90,100,100,0
Herringbone Flooring,430,80,0,1780,2300,80,110,90,100,100,0
Skylight Chandelier,430,80,0,1780,2300,80,110,90,100,100,0
Varied Wood Interior Wall,430,80,0,1780,2300,80,110,90,100,100,0
Toymaker's Show Window,430,80,0,1780,2300,80,110,90,100,100,0
Designer's Show Window,430,80,0,1780,2300,80,110,90,100,100,0
Smith's Show Window,430,80,0,1780,2300,80,110,90,100,100,0
Artist's Show Window,430,80,0,1780,2300,80,110,90,100,100,0
Baker's Show Window,430,80,0,1780,2300,80,110,90,100,100,0
Brick Paving,430,80,0,1780,2300,80,110,90,100,100,0
La Noscean Grape Pergola,430,80,0,1780,2300,80,110,90,100,100,0
Red Carnation Earring,400,73,0,1290,3900,80,103,83,100,100,0
Blue Carnation Earring,400,73,0,1290,3900,80,103,83,100,100,0
Yellow Carnation Earring,400,73,0,1290,3900,80,103,83,100,100,0
Green Carnation Earring,400,73,0,1290,3900,80,103,83,100,100,0
Orange Carnation Earring,400,73,0,1290,3900,80,103,83,100,100,0
Purple Carnation Earring,400,73,0,1290,3900,80,103,83,100,100,0
White Carnation Earring,400,73,0,1290,3900,80,103,83,100,100,0
Black Carnation Earring,400,73,0,1290,3900,80,103,83,100,100,0
Rainbow Carnation Earring,400,73,0,1290,3900,80,103,83,100,100,0
Red Moth Orchid Corsage,400,73,0,1290,3900,80,103,83,100,100,0
Blue Moth Orchid Corsage,400,73,0,1290,3900,80,103,83,100,100,0
Yellow Moth Orchid Corsage,400,73,0,1290,3900,80,103,83,100,100,0
Green Moth Orchid Corsage,400,73,0,1290,3900,80,103,83,100,100,0
Orange Moth Orchid Corsage,400,73,0,1290,3900,80,103,83,100,100,0
Purple Moth Orchid Corsage,400,73,0,1290,3900,80,103,83,100,100,0
White Moth Orchid Corsage,400,73,0,1290,3900,80,103,83,100,100,0
Black Moth Orchid Corsage,400,73,0,1290,3900,80,103,83,100,100,0
Rainbow Moth Orchid Corsage,400,73,0,1290,3900,80,103,83,100,100,0
Storm Blue Interior Wall,430,80,0,1780,2300,80,110,90,100,100,0
Cream Yellow Carpet,430,80,0,1780,2300,80,110,90,100,100,0
Cloud Acorn Chandelier,430,80,0,1780,2300,80,110,90,100,100,0
Eastern Indoor Pond,430,80,0,1780,2300,80,110,90,100,100,0
Grocery Counter Cart,430,80,0,1780,2300,80,110,90,100,100,0
Wooden Reel Table,430,80,0,1780,2300,80,110,90,100,100,0
Violin Showcase,430,80,0,1780,2300,80,110,90,100,100,0
Pub Signboard,430,80,0,1780,2300,80,110,90,100,100,0
Windowed Partition,430,80,0,1780,2300,80,110,90,100,100,0
Hingan Windowed Partition,430,80,0,1780,2300,80,110,90,100,100,0
Wooden Spiral Staircase,430,80,0,1780,2300,80,110,90,100,100,0
Approved Ishgardian Lunch,430,80,0,1780,2300,80,110,90,100,100,0
Country Dining Set,430,80,0,1780,2300,80,110,90,100,100,0
Red Brick Counter,430,80,0,1780,2300,80,110,90,100,100,0
Hand-poured Coffee,430,80,0,1780,2300,80,110,90,100,100,0
Back Bar,430,80,0,1780,2300,80,110,90,100,100,0
Pixie Apple Basket,430,80,0,1780,2300,80,110,90,100,100,0
Philosopher's Stone Table,430,80,0,1780,2300,80,110,90,100,100,0
Crystarium Wardrobe,430,80,0,1780,2300,80,110,90,100,100,0
Low Bookshelf,430,80,0,1780,2300,80,110,90,100,100,0
Qiqirn Shelf,430,80,0,1780,2300,80,110,90,100,100,0
Mogbureau,430,80,0,1780,2300,80,110,90,100,100,0
Bar Rack,430,80,0,1780,2300,80,110,90,100,100,0
Goobbue Wall Chronometer,430,80,0,1780,2300,80,110,90,100,100,0
Glade Gazebo,430,80,0,1780,2300,80,110,90,100,100,0
Garden Tool Shelf,430,80,0,1780,2300,80,110,90,100,100,0
Forging Bench,430,80,0,1780,2300,80,110,90,100,100,0
Garden Anvil,430,80,0,1780,2300,80,110,90,100,100,0
Materiel Table,430,80,0,1780,2300,80,110,90,100,100,0
Mounted Dinosaur Skull,430,80,0,1780,2300,80,110,90,100,100,0
Armor Hanger,430,80,0,1780,2300,80,110,90,100,100,0
Icebox,430,80,0,1780,2300,80,110,90,100,100,0
Wanderer's Campfire,430,80,0,1780,2300,80,110,90,100,100,0
High Durium Sword,517,81,0,2000,5200,80,121,105,100,100,0
High Durium Knuckles,517,81,0,2000,5200,80,121,105,100,100,0
High Durium Axe,517,81,0,2000,5200,80,121,105,100,100,0
Horse Chestnut Spear,517,81,0,2000,5200,80,121,105,100,100,0
Horse Chestnut Longbow,517,81,0,2000,5200,80,121,105,100,100,0
High Durium Cleavers,517,81,0,2000,5200,80,121,105,100,100,0
High Durium Guillotine,517,81,0,2000,5200,80,121,105,100,100,0
High Durium Pistol,517,81,0,2000,5200,80,121,105,100,100,0
Horse Chestnut Cane,517,81,0,2000,5200,80,121,105,100,100,0
Horse Chestnut Rod,517,81,0,2000,5200,80,121,105,100,100,0
Gaja Grimoire,517,81,0,2000,5200,80,121,105,100,100,0
Gaja Codex,517,81,0,2000,5200,80,121,105,100,100,0
High Durium Planisphere,517,81,0,2000,5200,80,121,105,100,100,0
High Durium Katana,517,81,0,2000,5200,80,121,105,100,100,0
High Durium Rapier,517,81,0,2000,5200,80,121,105,100,100,0
High Durium Manatrigger,517,81,0,2000,5200,80,121,105,100,100,0
High Durium Tathlums,517,81,0,2000,5200,80,121,105,100,100,0
High Durium Milpreves,517,81,0,2000,5200,80,121,105,100,100,0
High Durium Sickle,517,81,0,2000,5200,80,121,105,100,100,0
High Durium Shield,517,81,0,2000,5200,80,121,105,100,100,0
High Durium Helm of Fending,517,81,0,2000,5200,80,121,105,100,100,0
Gajaskin Coat of Fending,517,81,0,2000,5200,80,121,105,100,100,0
High Durium Armguards of Fending,517,81,0,2000,5200,80,121,105,100,100,0
Darkhempen Trousers of Fending,517,81,0,2000,5200,80,121,105,100,100,0
Gajaskin Boots of Fending,517,81,0,2000,5200,80,121,105,100,100,0
High Durium Visor of Maiming,517,81,0,2000,5200,80,121,105,100,100,0
Gajaskin Vest of Maiming,517,81,0,2000,5200,80,121,105,100,100,0
High Durium Armguards of Maiming,517,81,0,2000,5200,80,121,105,100,100,0
Darkhempen Trousers of Maiming,517,81,0,2000,5200,80,121,105,100,100,0
Gajaskin Boots of Maiming,517,81,0,2000,5200,80,121,105,100,100,0
High Durium Visor of Striking,517,81,0,2000,5200,80,121,105,100,100,0
Gajaskin Vest of Striking,517,81,0,2000,5200,80,121,105,100,100,0
Fingerless Gajaskin Gloves of Striking,517,81,0,2000,5200,80,121,105,100,100,0
Darkhempen Skirt of Striking,517,81,0,2000,5200,80,121,105,100,100,0
Gajaskin Shoes of Striking,517,81,0,2000,5200,80,121,105,100,100,0
High Durium Visor of Aiming,517,81,0,2000,5200,80,121,105,100,100,0
Gajaskin Jacket of Aiming,517,81,0,2000,5200,80,121,105,100,100,0
High Durium Armguards of Aiming,517,81,0,2000,5200,80,121,105,100,100,0
Darkhempen Trousers of Aiming,517,81,0,2000,5200,80,121,105,100,100,0
Gajaskin Shoes of Aiming,517,81,0,2000,5200,80,121,105,100,100,0
High Durium Helm of Scouting,517,81,0,2000,5200,80,121,105,100,100,0
Gajaskin Vest of Scouting,517,81,0,2000,5200,80,121,105,100,100,0
Fingerless Gajaskin Gloves of Scouting,517,81,0,2000,5200,80,121,105,100,100,0
Darkhempen Skirt of Scouting,517,81,0,2000,5200,80,121,105,100,100,0
Gajaskin Shoes of Scouting,517,81,0,2000,5200,80,121,105,100,100,0
Gajaskin Circlet of Healing,517,81,0,2000,5200,80,121,105,100,100,0
Darkhempen Coat of Healing,517,81,0,2000,5200,80,121,105,100,100,0
Fingerless Darkhempen Gloves of Healing,517,81,0,2000,5200,80,121,105,100,100,0
Darkhempen Bottoms of Healing,517,81,0,2000,5200,80,121,105,100,100,0
Gajaskin Boots of Healing,517,81,0,2000,5200,80,121,105,100,100,0
Gajaskin Circlet of Casting,517,81,0,2000,5200,80,121,105,100,100,0
Darkhempen Coat of Casting,517,81,0,2000,5200,80,121,105,100,100,0
Fingerless Darkhempen Gloves of Casting,517,81,0,2000,5200,80,121,105,100,100,0
Darkhempen Bottoms of Casting,517,81,0,2000,5200,80,121,105,100,100,0
Gajaskin Boots of Casting,517,81,0,2000,5200,80,121,105,100,100,0
Ametrine Earrings of Fending,517,81,0,2000,5200,80,121,105,100,100,0
Ametrine Earrings of Slaying,517,81,0,2000,5200,80,121,105,100,100,0
Ametrine Earrings of Aiming,517,81,0,2000,5200,80,121,105,100,100,0
Ametrine Earrings of Healing,517,81,0,2000,5200,80,121,105,100,100,0
Ametrine Earrings of Casting,517,81,0,2000,5200,80,121,105,100,100,0
Ametrine Choker of Fending,517,81,0,2000,5200,80,121,105,100,100,0
Ametrine Choker of Slaying,517,81,0,2000,5200,80,121,105,100,100,0
Ametrine Choker of Aiming,517,81,0,2000,5200,80,121,105,100,100,0
Ametrine Choker of Healing,517,81,0,2000,5200,80,121,105,100,100,0
Ametrine Choker of Casting,517,81,0,2000,5200,80,121,105,100,100,0
Ametrine Bracelet of Fending,517,81,0,2000,5200,80,121,105,100,100,0
Ametrine Bracelet of Slaying,517,81,0,2000,5200,80,121,105,100,100,0
Ametrine Bracelet of Aiming,517,81,0,2000,5200,80,121,105,100,100,0
Ametrine Bracelet of Healing,517,81,0,2000,5200,80,121,105,100,100,0
Ametrine Bracelet of Casting,517,81,0,2000,5200,80,121,105,100,100,0
Ametrine Ring of Fending,517,81,0,2000,5200,80,121,105,100,100,0
Ametrine Ring of Slaying,517,81,0,2000,5200,80,121,105,100,100,0
Ametrine Ring of Aiming,517,81,0,2000,5200,80,121,105,100,100,0
Ametrine Ring of Healing,517,81,0,2000,5200,80,121,105,100,100,0
Ametrine Ring of Casting,517,81,0,2000,5200,80,121,105,100,100,0
High Durium Longsword,520,82,0,2300,5700,80,122,106,100,100,0
High Durium Cesti,525,83,0,2600,6200,80,123,107,100,100,0
High Durium Bhuj,520,82,0,2300,5700,80,122,106,100,100,0
Palm Halberd,520,82,0,2300,5700,80,122,106,100,100,0
Palm Longbow,520,82,0,2300,5700,80,122,106,100,100,0
High Durium Knives,525,83,0,2600,6200,80,123,107,100,100,0
High Durium Greatsword,520,82,0,2300,5700,80,122,106,100,100,0
High Durium Musketoon,525,83,0,2600,6200,80,123,107,100,100,0
Palm Crook,520,82,0,2300,5700,80,122,106,100,100,0
Pewter Rod,520,82,0,2300,5700,80,122,106,100,100,0
Luncheon Toadskin Grimoire,520,82,0,2300,5700,80,122,106,100,100,0
Luncheon Toadskin Codex,520,82,0,2300,5700,80,122,106,100,100,0
Pewter Astrometer,520,82,0,2300,5700,80,122,106,100,100,0
High Durium Uchigatana,520,82,0,2300,5700,80,122,106,100,100,0
Pewter Rapier,520,82,0,2300,5700,80,122,106,100,100,0
High Durium Bayonet,520,82,0,2300,5700,80,122,106,100,100,0
High Durium Glaives,520,82,0,2300,5700,80,122,106,100,100,0
Pewter Pendulums,520,82,0,2300,5700,80,122,106,100,100,0
High Durium War Scythe,525,83,0,2600,6200,80,123,107,100,100,0
High Durium Kite Shield,525,83,0,2600,6200,80,123,107,100,100,0
Pewter Circlet of Fending,520,82,0,2300,5700,80,122,106,100,100,0
High Durium Armor of Fending,525,83,0,2600,6200,80,123,107,100,100,0
High Durium Gauntlets of Fending,520,82,0,2300,5700,80,122,106,100,100,0
Luncheon Toadskin Hose of Fending,525,83,0,2600,6200,80,123,107,100,100,0
High Durium Sollerets of Fending,520,82,0,2300,5700,80,122,106,100,100,0
Pewter Circlet of Maiming,520,82,0,2300,5700,80,122,106,100,100,0
High Durium Armor of Maiming,525,83,0,2600,6200,80,123,107,100,100,0
High Durium Gauntlets of Maiming,520,82,0,2300,5700,80,122,106,100,100,0
Luncheon Toadskin Hose of Maiming,525,83,0,2600,6200,80,123,107,100,100,0
High Durium Sollerets of Maiming,520,82,0,2300,5700,80,122,106,100,100,0
Almasty Serge Headband of Striking,520,82,0,2300,5700,80,122,106,100,100,0
Luncheon Toadskin Jacket of Striking,525,83,0,2600,6200,80,123,107,100,100,0
Luncheon Toadskin Gloves of Striking,520,82,0,2300,5700,80,122,106,100,100,0
Luncheon Toadskin Hose of Striking,525,83,0,2600,6200,80,123,107,100,100,0
Luncheon Toadskin Boots of Striking,520,82,0,2300,5700,80,122,106,100,100,0
Almasty Serge Hat of Aiming,520,82,0,2300,5700,80,122,106,100,100,0
Almasty Serge Coat of Aiming,525,83,0,2600,6200,80,123,107,100,100,0
Almasty Serge Gloves of Aiming,525,83,0,2600,6200,80,123,107,100,100,0
Luncheon Toadskin Hose of Aiming,525,83,0,2600,6200,80,123,107,100,100,0
Luncheon Toadskin Thighboots of Aiming,520,82,0,2300,5700,80,122,106,100,100,0
Almasty Serge Headband of Scouting,520,82,0,2300,5700,80,122,106,100,100,0
Luncheon Toadskin Jacket of Scouting,525,83,0,2600,6200,80,123,107,100,100,0
Luncheon Toadskin Gloves of Scouting,520,82,0,2300,5700,80,122,106,100,100,0
Luncheon Toadskin Hose of Scouting,525,83,0,2600,6200,80,123,107,100,100,0
Luncheon Toadskin Thighboots of Scouting,520,82,0,2300,5700,80,122,106,100,100,0
Almasty Serge Hat of Healing,520,82,0,2300,5700,80,122,106,100,100,0
Almasty Serge Coat of Healing,525,83,0,2600,6200,80,123,107,100,100,0
Almasty Serge Gloves of Healing,525,83,0,2600,6200,80,123,107,100,100,0
Luncheon Toadskin Hose of Healing,525,83,0,2600,6200,80,123,107,100,100,0
Luncheon Toadskin Thighboots of Healing,520,82,0,2300,5700,80,122,106,100,100,0
Almasty Serge Hat of Casting,520,82,0,2300,5700,80,122,106,100,100,0
Almasty Serge Coat of Casting,525,83,0,2600,6200,80,123,107,100,100,0
Almasty Serge Gloves of Casting,525,83,0,2600,6200,80,123,107,100,100,0
Luncheon Toadskin Hose of Casting,525,83,0,2600,6200,80,123,107,100,100,0
Luncheon Toadskin Thighboots of Casting,520,82,0,2300,5700,80,122,106,100,100,0
Palm Ear Cuffs of Fending,520,82,0,2300,5700,80,122,106,100,100,0
Palm Ear Cuffs of Slaying,520,82,0,2300,5700,80,122,106,100,100,0
Palm Ear Cuffs of Aiming,520,82,0,2300,5700,80,122,106,100,100,0
Palm Ear Cuffs of Healing,520,82,0,2300,5700,80,122,106,100,100,0
Palm Ear Cuffs of Casting,520,82,0,2300,5700,80,122,106,100,100,0
Pewter Choker of Fending,525,83,0,2600,6200,80,123,107,100,100,0
Pewter Choker of Slaying,525,83,0,2600,6200,80,123,107,100,100,0
Pewter Choker of Aiming,525,83,0,2600,6200,80,123,107,100,100,0
Pewter Choker of Healing,525,83,0,2600,6200,80,123,107,100,100,0
Pewter Choker of Casting,525,83,0,2600,6200,80,123,107,100,100,0
Palm Bracelets of Fending,525,83,0,2600,6200,80,123,107,100,100,0
Palm Bracelets of Slaying,525,83,0,2600,6200,80,123,107,100,100,0
Palm Bracelets of Aiming,525,83,0,2600,6200,80,123,107,100,100,0
Palm Bracelets of Healing,525,83,0,2600,6200,80,123,107,100,100,0
Palm Bracelets of Casting,525,83,0,2600,6200,80,123,107,100,100,0
Pewter Ring of Fending,520,82,0,2300,5700,80,122,106,100,100,0
Pewter Ring of Slaying,520,82,0,2300,5700,80,122,106,100,100,0
Pewter Ring of Aiming,520,82,0,2300,5700,80,122,106,100,100,0
Pewter Ring of Healing,520,82,0,2300,5700,80,122,106,100,100,0
Pewter Ring of Casting,520,82,0,2300,5700,80,122,106,100,100,0
Bismuth Katzbalger,530,84,0,2900,6600,80,124,108,100,100,0
Bismuth Tonfa,530,84,0,2900,6600,80,124,108,100,100,0
Bismuth Axe,530,84,0,2900,6600,80,124,108,100,100,0
Red Pine Spear,530,84,0,2900,6600,80,124,108,100,100,0
Bismuth Bow,530,84,0,2900,6600,80,124,108,100,100,0
Bismuth Daggers,530,84,0,2900,6600,80,124,108,100,100,0
Bismuth Greatsword,530,84,0,2900,6600,80,124,108,100,100,0
Bismuth Blunderbuss,530,84,0,2900,6600,80,124,108,100,100,0
Red Pine Cane,530,84,0,2900,6600,80,124,108,100,100,0
Phrygian Rod,530,84,0,2900,6600,80,124,108,100,100,0
Saigaskin Grimoire,530,84,0,2900,6600,80,124,108,100,100,0
Saigaskin Codex,530,84,0,2900,6600,80,124,108,100,100,0
Phrygian Orrery,530,84,0,2900,6600,80,124,108,100,100,0
Bismuth Uchigatana,530,84,0,2900,6600,80,124,108,100,100,0
Phrygian Hanger,530,84,0,2900,6600,80,124,108,100,100,0
Bismuth Gunblade,530,84,0,2900,6600,80,124,108,100,100,0
Bismuth Chakrams,530,84,0,2900,6600,80,124,108,100,100,0
Phrygian Wings,530,84,0,2900,6600,80,124,108,100,100,0
Bismuth War Scythe,530,84,0,2900,6600,80,124,108,100,100,0
Bismuth Shield,535,85,0,3000,6700,80,125,109,100,100,0
Bismuth Goggles of Fending,535,85,0,3000,6700,80,125,109,100,100,0
Saigaskin Coat of Fending,535,85,0,3000,6700,80,125,109,100,100,0
Saigaskin Armguards of Fending,530,84,0,2900,6600,80,124,108,100,100,0
Saigaskin Trousers of Fending,530,84,0,2900,6600,80,124,108,100,100,0
Saigaskin Boots of Fending,530,84,0,2900,6600,80,124,108,100,100,0
Bismuth Headgear of Maiming,535,85,0,3000,6700,80,125,109,100,100,0
Saigaskin Coat of Maiming,535,85,0,3000,6700,80,125,109,100,100,0
Saigaskin Armguards of Maiming,530,84,0,2900,6600,80,124,108,100,100,0
Saigaskin Trousers of Maiming,530,84,0,2900,6600,80,124,108,100,100,0
Saigaskin Boots of Maiming,530,84,0,2900,6600,80,124,108,100,100,0
Snow Linen Cap of Striking,530,84,0,2900,6600,80,124,108,100,100,0
Saigaskin Jacket of Striking,535,85,0,3000,6700,80,125,109,100,100,0
Saigaskin Gloves of Striking,530,84,0,2900,6600,80,124,108,100,100,0
Snow Linen Bottoms of Striking,530,84,0,2900,6600,80,124,108,100,100,0
Saigaskin Shoes of Striking,530,84,0,2900,6600,80,124,108,100,100,0
Saigaskin Cap of Aiming,530,84,0,2900,6600,80,124,108,100,100,0
Saigaskin Jacket of Aiming,535,85,0,3000,6700,80,125,109,100,100,0
Saigaskin Gloves of Aiming,530,84,0,2900,6600,80,124,108,100,100,0
Snow Linen Bottoms of Aiming,530,84,0,2900,6600,80,124,108,100,100,0
Saigaskin Shoes of Aiming,530,84,0,2900,6600,80,124,108,100,100,0
Snow Linen Cap of Scouting,530,84,0,2900,6600,80,124,108,100,100,0
Saigaskin Jacket of Scouting,535,85,0,3000,6700,80,125,109,100,100,0
Saigaskin Armguards of Scouting,530,84,0,2900,6600,80,124,108,100,100,0
Snow Linen Sarouel of Scouting,530,84,0,2900,6600,80,124,108,100,100,0
Saigaskin Shoes of Scouting,530,84,0,2900,6600,80,124,108,100,100,0
Snow Linen Cap of Healing,530,84,0,2900,6600,80,124,108,100,100,0
Snow Linen Jacket of Healing,530,84,0,2900,6600,80,124,108,100,100,0
Saigaskin Gloves of Healing,530,84,0,2900,6600,80,124,108,100,100,0
Snow Linen Bottoms of Healing,530,84,0,2900,6600,80,124,108,100,100,0
Saigaskin Shoes of Healing,530,84,0,2900,6600,80,124,108,100,100,0
Saigaskin Cap of Casting,530,84,0,2900,6600,80,124,108,100,100,0
Snow Linen Jacket of Casting,530,84,0,2900,6600,80,124,108,100,100,0
Saigaskin Armguards of Casting,530,84,0,2900,6600,80,124,108,100,100,0
Snow Linen Sarouel of Casting,530,84,0,2900,6600,80,124,108,100,100,0
Saigaskin Shoes of Casting,530,84,0,2900,6600,80,124,108,100,100,0
Phrygian Ear Cuffs of Fending,535,85,0,3000,6700,80,125,109,100,100,0
Phrygian Ear Cuffs of Slaying,535,85,0,3000,6700,80,125,109,100,100,0
Phrygian Ear Cuffs of Aiming,535,85,0,3000,6700,80,125,109,100,100,0
Phrygian Ear Cuffs of Healing,535,85,0,3000,6700,80,125,109,100,100,0
Phrygian Ear Cuffs of Casting,535,85,0,3000,6700,80,125,109,100,100,0
Phrygian Choker of Fending,530,84,0,2900,6600,80,124,108,100,100,0
Phrygian Choker of Slaying,530,84,0,2900,6600,80,124,108,100,100,0
Phrygian Choker of Aiming,530,84,0,2900,6600,80,124,108,100,100,0
Phrygian Choker of Healing,530,84,0,2900,6600,80,124,108,100,100,0
Phrygian Choker of Casting,530,84,0,2900,6600,80,124,108,100,100,0
Bismuth Bracelet of Fending,530,84,0,2900,6600,80,124,108,100,100,0
Bismuth Bracelet of Slaying,530,84,0,2900,6600,80,124,108,100,100,0
Bismuth Bracelet of Aiming,530,84,0,2900,6600,80,124,108,100,100,0
Bismuth Bracelet of Healing,530,84,0,2900,6600,80,124,108,100,100,0
Bismuth Bracelet of Casting,530,84,0,2900,6600,80,124,108,100,100,0
Bismuth Ring of Fending,530,84,0,2900,6600,80,124,108,100,100,0
Bismuth Ring of Slaying,530,84,0,2900,6600,80,124,108,100,100,0
Bismuth Ring of Aiming,530,84,0,2900,6600,80,124,108,100,100,0
Bismuth Ring of Healing,530,84,0,2900,6600,80,124,108,100,100,0
Bismuth Ring of Casting,530,84,0,2900,6600,80,124,108,100,100,0
Manganese Sword,540,86,0,3100,6800,80,126,110,100,100,0
Manganese Knuckles,540,86,0,3100,6800,80,126,110,100,100,0
Manganese Axe,540,86,0,3100,6800,80,126,110,100,100,0
Ironwood Spear,540,86,0,3100,6800,80,126,110,100,100,0
Ironwood Longbow,540,86,0,3100,6800,80,126,110,100,100,0
Manganese Daggers,540,86,0,3100,6800,80,126,110,100,100,0
Manganese Greatsword,540,86,0,3100,6800,80,126,110,100,100,0
Manganese Arquebus,540,86,0,3100,6800,80,126,110,100,100,0
Ironwood Cane,540,86,0,3100,6800,80,126,110,100,100,0
Ironwood Staff,540,86,0,3100,6800,80,126,110,100,100,0
Kumbhiraskin Grimoire,540,86,0,3100,6800,80,126,110,100,100,0
Kumbhiraskin Codex,540,86,0,3100,6800,80,126,110,100,100,0
Manganese Orrery,540,86,0,3100,6800,80,126,110,100,100,0
Manganese Uchigatana,540,86,0,3100,6800,80,126,110,100,100,0
Manganese Rapier,540,86,0,3100,6800,80,126,110,100,100,0
Manganese Bayonet,540,86,0,3100,6800,80,126,110,100,100,0
Manganese Chakrams,540,86,0,3100,6800,80,126,110,100,100,0
Manganese Syrinxi,540,86,0,3100,6800,80,126,110,100,100,0
Manganese War Scythe,540,86,0,3100,6800,80,126,110,100,100,0
Manganese Kite Shield,540,86,0,3100,6800,80,126,110,100,100,0
Manganese Helm of the Behemoth King,540,86,0,3100,6800,80,126,110,100,100,0
Manganese Armor of the Behemoth King,545,87,0,3200,6900,80,127,111,100,100,0
Manganese Gauntlets of the Behemoth King,540,86,0,3100,6800,80,126,110,100,100,0
Kumbhiraskin Cuisses of the Behemoth King,540,86,0,3100,6800,80,126,110,100,100,0
